"group","median","mean","SE.mean","CI.mean.0.95","var","std.dev","coef.var","skewness","skew.2SE","kurtosis","kurt.2SE","normtest.W","normtest.p"
"duration_statsdesc",7,10.5912596401028,0.432110999023413,0.849572086188952,72.6340471205576,8.5225610658157,0.804678702573375,1.85650894015455,7.50294184322132,3.09173457023117,6.26325852997024,0.757887400565029,1.69877362575352e-23
