"group","median","mean","SE.mean","CI.mean.0.95","var","std.dev","coef.var","skewness","skew.2SE","kurtosis","kurt.2SE","normtest.W","normtest.p"
"control",33,38.9707317073171,1.10736226277569,2.18334286401614,251.381492109039,15.8550147306472,0.40684416319723,0.605063223963753,1.78121530706408,-0.815623226779228,-1.20617934968488,0.914866273776055,1.76504083170529e-09
"psychosis",29,31.7201946472019,0.553037277906675,1.08714234200682,125.704444840069,11.2117993578225,0.353459349241777,0.974018592778012,4.0453790358747,0.19177571916569,0.39920117166834,0.904058699345852,1.95744425852054e-15
