"panss_total_mean","panss_total_sd","panss_positive_mean","panss_positive_sd","panss_negative_mean","panss_negative_sd","panss_general_mean","panss_general_sd"
46.71388101983,12.5623560578595,10.2322946175637,4.05535274827652,12.2634560906516,4.62714894288976,24.2181303116147,6.58256218378719
