metric,size,PANSS,estimate,conf.low,conf.high,p.value,t_value,df
word_min,20,panss_positive,-0.00750352574415983,-0.11224506017386046,0.0974029163783028,0.888756458472238,-0.1399803984073355,348
word_min,20,panss_negative,0.006156104073054018,-0.09873744111615089,0.11091435187883451,0.9086359500220617,0.11484280851430224,348
word_min,20,panss_general,-0.03810367870957321,-0.14236484194232216,0.06699374688815929,0.4773553654834878,-0.7113314845056663,348
word_min,30,panss_total,0.002811903367185357,-0.1020480031008842,0.1076100086622481,0.9581957825831602,0.05245558451112128,348
word_min,30,panss_positive,0.032956246630767544,-0.0721227485083077,0.13731168818309603,0.5388742318225104,0.6151249477051247,348
word_min,30,panss_negative,-0.03959836552223506,-0.14383113521212001,0.06550337048929668,0.4602367087345529,-0.7392777626643681,348
word_min,30,panss_general,0.01307962236101532,-0.09187617788058618,0.11774799965414874,0.8073606254587739,0.24401806503851103,348
word_min,40,panss_total,0.014321007945423804,-0.09079558667531608,0.1191220081062753,0.7897830354591296,0.2667981800003906,347
word_min,40,panss_positive,0.04794652593820083,-0.05732209148856234,0.15216072613228332,0.37184899369418567,0.8941732021426444,347
word_min,40,panss_negative,-0.029671903561338017,-0.1342338612254643,0.07554350201479551,0.5806401473001175,-0.5529697977929662,347
word_min,40,panss_general,0.018859258441386254,-0.08629167650133458,0.12359465064015471,0.7255228740518815,0.3513715514491029,347
word_min,50,panss_total,0.030775263496225523,-0.07414379929792443,0.1350204907996839,0.5655254507827541,0.5752018242905894,349
word_min,50,panss_positive,0.08957395711257561,-0.015249233186103177,0.19244963403675241,0.09382617410944206,1.6801334591723842,349
word_min,50,panss_negative,-0.030704470032838802,-0.13495092153522809,0.07421426980857629,0.5664204030671787,-0.5738774164677761,349
word_min,50,panss_general,0.0254881240200594,-0.0794039378192328,0.12982194984524825,0.6341500318085715,0.476312193464666,349
word_max,10,panss_total,-0.00875894341518371,-0.1140883757000201,0.09676521160559594,0.8710386727812964,-0.1624604313398335,344
word_max,10,panss_positive,0.08445712898483843,-0.02116614218336263,0.18821591161642898,0.11685517084727555,1.5720631895404562,344
word_max,10,panss_negative,-0.06925672657162268,-0.17342515678059964,0.03644418396097163,0.1987464019617498,-1.2876126460392672,344
word_max,10,panss_general,-0.020373930031166183,-0.12553904955269757,0.08524397695445148,0.7056944861961842,-0.37795856160538216,344
word_max,20,panss_total,0.018395348215674106,-0.08736201490377593,0.12374267802397859,0.7335047150392942,0.34074427352083336,343
word_max,20,panss_positive,0.13883522110785948,0.03374217950881606,0.2408915995719688,0.00982562619048423,2.59640921360293,343
word_max,20,panss_negative,-0.0669456885007528,-0.17132235046302333,0.03891708026855982,0.21484965377108017,-1.2426392125348527,343
word_max,20,panss_general,-0.0027191187108873403,-0.10827571011342554,0.1028981018398937,0.9598656450342862,-0.05035896942744065,343
word_max,30,panss_total,-0.019465628055613846,-0.1241919320755602,0.08568956952601957,0.7170698276115931,-0.362673190700135,347
word_max,30,panss_positive,0.10550544802362317,5.312413828996102e-4,0.2081797457483653,0.04890337233780624,1.9763794519288793,347
word_max,30,panss_negative,-0.09857716337801795,-0.20147228992581465,0.0064698817512831314,0.06584915853801454,-1.8452766774068294,347
word_max,30,panss_general,-0.0318631007821805,-0.13638697819428314,0.07336238641054882,0.5530024850541165,-0.5938453318807373,347
word_max,40,panss_total,-0.02041491575209329,-0.1254278986466599,0.08505045559078542,0.7047212410258628,-0.37926927250083364,345
word_max,40,panss_positive,0.10520428628083438,-7.915994899062475e-5,0.20818100593140962,0.05021776855552536,1.9649873285855253,345
word_max,40,panss_negative,-0.1203859023550862,-0.22284402690334054,-0.015297218073281688,0.024921901259250583,-2.2524505822855754,345
word_max,40,panss_general,-0.018046606608976917,-0.12309529583476352,0.08740202607884924,0.7376361650420413,-0.33525543796125407,345
word_max,50,panss_total,0.01191106624912773,-0.09288495164928946,0.11644607915619656,0.8240292645540777,0.22253286705066433,349
word_max,50,panss_positive,0.11476747006093171,0.010209926887469958,0.2168425532067874,0.03158643344354502,2.1582944586977324,349
word_max,50,panss_negative,-0.09994755549464442,-0.20250900290703838,0.00478268755192474,0.06141114324181905,-1.8765709664630774,349
word_max,50,panss_general,0.023524371975226135,-0.08135617457037919,0.12788964314969012,0.6605038510341648,0.4395931872449338,349
