metric,size,PANSS,estimate,conf.low,conf.high,p.value,t_value,df
word_min,20,panss_positive,0.043343497728920204,-0.06161627203387065,0.1473551211937179,0.4182137796908143,0.8104850302247129,349
word_min,20,panss_negative,0.019778116725571553,-0.08507823134501334,0.12420117746002185,0.7119359821075489,0.3695579999955926,349
word_min,20,panss_general,0.020748546089231452,-0.08411435112042949,0.12515691405528823,0.6984756668883036,0.3876982902801332,349
word_min,30,panss_total,0.014719894598678101,-0.09009914154016398,0.11921640027683617,0.7834635198756535,0.2750201212983841,349
word_min,30,panss_positive,0.06624211591771238,-0.03870648812337655,0.16974526584156005,0.21572390697397173,1.2402289152510355,349
word_min,30,panss_negative,-0.0151363176264711,-0.11962697596699652,0.08968599142121757,0.7774961646251968,-0.28280214679497934,349
word_min,30,panss_general,-0.0018514308500113975,-0.1065109921828663,0.10284870610056399,0.9724283292282634,-0.0345876418945861,349
word_min,40,panss_total,-0.03699516115998224,-0.14127708652806642,0.06809876485900003,0.49027193488500165,-0.6906085422643381,348
word_min,40,panss_positive,0.008770821300939521,-0.09614740646458261,0.11349629349405937,0.870122256906775,0.16362384345333958,348
word_min,40,panss_negative,-0.05796992058954533,-0.16181639179362095,0.04714641270189858,0.27945342265533657,-1.0832364921852258,348
word_min,40,panss_general,-0.035230108925515716,-0.13954457326895706,0.06985771285822599,0.5112187496050953,-0.6576173911588392,348
word_min,50,panss_total,-0.01359488090904726,-0.1182561738831298,0.09136515368942127,0.7999291452291792,-0.2536326542170118,348
word_min,50,panss_positive,0.05947274198740043,-0.04564163722516339,0.16328456719065249,0.2671562000077394,1.1114169015051876,348
word_min,50,panss_negative,-0.07169164172404366,-0.17520472983155372,0.033389117233736484,0.18084681695325933,-1.3408404266055676,348
word_min,50,panss_general,-0.011988524347597488,-0.11667172222848682,0.09295812687691704,0.823153815663033,-0.2236590950019623,348
word_max,10,panss_total,-0.01661649750717857,-0.1219901440650581,0.08912755450126822,0.7584332520690519,-0.3077843342447052,343
word_max,10,panss_positive,0.061081466902221486,-0.04479511491002295,0.16560110873605285,0.2578543134873809,1.1333608274926354,343
word_max,10,panss_negative,-0.09420857513013749,-0.1978284016029879,0.011493431017325424,0.08057072548251695,-1.752561778242554,343
word_max,10,panss_general,-0.003358215680984107,-0.10890727661100516,0.1022657242800786,0.9504434712762899,-0.0621953754942723,343
word_max,20,panss_total,-0.023407737482411786,-0.1289834712379314,0.08269269343474672,0.6657457497008791,-0.43237008690851386,341
word_max,20,panss_positive,0.046799745528058656,-0.05939003889852768,0.151942192706367,0.38755880170174883,0.8651607373738324,341
word_max,20,panss_negative,-0.037049186839926564,-0.14238601253467248,0.06911743890737822,0.49404425734628654,-0.6846271853194553,341
word_max,20,panss_general,-0.047430551600645215,-0.1525597473379113,0.05876003574647491,0.38118639068736293,-0.8768482146342647,341
word_max,30,panss_total,-0.04473791590050655,-0.14886956295391793,0.06037506080200443,0.40405927080798953,-0.8354114481623488,348
word_max,30,panss_positive,0.020465649259660417,-0.084545561312014,0.125027240154389,0.7027970072774522,0.38186171481515907,348
word_max,30,panss_negative,-0.051989924140669115,-0.1559697001486954,0.053129462099700965,0.33213672539062955,-0.9711728638413637,348
word_max,30,panss_general,-0.061454266622222094,-0.16521970724780755,0.043656806647715804,0.25151584344582617,-1.1485854193653489,348
word_max,40,panss_total,-0.032013396587105676,-0.13638551805148771,0.07306162084249991,0.5505565718151717,-0.5975084284930318,348
word_max,40,panss_positive,-7.06554145471819e-4,-0.1055285635028124,0.10413098426432447,0.9894912602435431,-0.013180599962695624,348
word_max,40,panss_negative,-0.041964997048934964,-0.14615187380445063,0.06314260448521195,0.43384470941623876,-0.7835371012001534,348
word_max,40,panss_general,-0.03090146063514247,-0.13529301878450692,0.07416862646407142,0.564491548571874,-0.5767347011041078,348
word_max,50,panss_total,-0.011686011025796745,-0.11667367387334711,0.0935599368613975,0.8280347290998331,-0.21738721433586017,346
word_max,50,panss_positive,0.03229125794781959,-0.07308786533835088,0.1369573172522432,0.5482564313361298,0.6009655213168783,346
word_max,50,panss_negative,-0.05749608178042317,-0.16164997269303263,0.04792460799890811,0.28479871505854665,-1.0712610960358093,346
word_max,50,panss_general,-0.0013269876161939107,-0.10644314169299587,0.10381849954493033,0.9803217107077273,-0.024683418220847318,346
